BTCUSDT +0,Ci05_2,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:04
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,BaseExitLevel,MaxHoldingBars,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
10,9,26,52,50,200,20,361,332,52.09%,2935681157,26.98%,10882.4877
END

BTCUSDT +0,Ci05,30m,None,None,2024-01-01,2024-12-31,Total,1,5,2025-10-13 13:19:18
CciPeriod,IchimokuTenkan,IchimokuKijun,IchimokuSenkou,EntryLevel,ExitLevel,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
50,9,26,52,-50,100,97,168,36.60%,1027503,14.89%,6.9052
50,9,26,52,-50,150,91,174,34.34%,931149,15.48%,6.0199
50,9,26,52,-50,200,91,174,34.34%,1015177,11.81%,8.6053
50,9,26,52,-25,0,215,500,30.07%,671653,45.19%,1.4876
50,9,26,52,-25,50,225,489,31.51%,698029,44.92%,1.5553
50,9,26,52,-25,100,248,465,34.78%,727583,37.16%,1.9601
50,9,26,52,-25,150,238,475,33.38%,654135,39.91%,1.6406
50,9,26,52,-25,200,232,480,32.58%,656660,37.42%,1.7563
50,9,26,52,0,0,441,1108,28.47%,397107,67.68%,0.5867
50,9,26,52,0,50,460,1057,30.32%,446731,60.29%,0.7410
50,9,26,52,0,100,525,985,34.77%,451780,60.40%,0.7480
50,9,26,52,0,150,504,1001,33.49%,456798,58.93%,0.7751
50,9,26,52,0,200,483,1015,32.24%,424114,63.89%,0.6638
50,9,26,52,25,0,734,1927,27.58%,158032,87.51%,0.1806
50,9,26,52,25,50,761,2007,27.49%,177143,85.42%,0.2074
50,9,26,52,25,100,918,1791,33.89%,209225,83.70%,0.2500
50,9,26,52,25,150,916,1769,34.12%,203410,82.49%,0.2466
50,9,26,52,25,200,849,1810,31.93%,170868,84.34%,0.2026
50,9,26,52,50,0,1066,2727,28.10%,34491,97.65%,0.0353
50,9,26,52,50,50,1202,3426,25.97%,31292,97.74%,0.0320
50,9,26,52,50,100,1436,2788,34.00%,59118,96.09%,0.0615
50,9,26,52,50,150,1458,2601,35.92%,81210,93.89%,0.0865
50,9,26,52,50,200,1313,2621,33.38%,53313,95.30%,0.0559
END

BANDUSDT +9,Ci06New,30m,None,None,2021-08-03,2022-08-03,Total,10,5,2025-10-15 13:59:32
CciPeriod,EntryCciLong,EntryCciShort,ExitCciLong,ExitCciShort,IchimokuConversionPeriod,IchimokuBasePeriod,IchimokuLeadingSpanPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
18,-178,186,81,-88,6,32,52,225,188,54.48%,680976,75.37%,0.9035
END

EGLDUSDT +9,Ci06New,1h,None,None,2021-02-09,2022-02-09,Total,10,5,2025-10-15 14:00:23
CciPeriod,EntryCciLong,EntryCciShort,ExitCciLong,ExitCciShort,IchimokuConversionPeriod,IchimokuBasePeriod,IchimokuLeadingSpanPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
18,-178,186,81,-88,6,32,52,97,115,45.75%,516839,77.56%,0.6664
END

RSRUSDT +9,Ci06New,15m,None,None,2024-01-06,2025-01-05,Total,10,5,2025-10-15 14:00:35
CciPeriod,EntryCciLong,EntryCciShort,ExitCciLong,ExitCciShort,IchimokuConversionPeriod,IchimokuBasePeriod,IchimokuLeadingSpanPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
18,-178,186,81,-88,6,32,52,377,362,51.01%,810246,66.92%,1.2108
END

TRBUSDT +9,Ci20,15m,None,None,2021-02-05,2022-02-05,Total,10,5,2025-10-21 16:21:44
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,472,1498,23.96%,4787247,39.63%,12.0801
END

YFIUSDT +9,Ci20,1h,None,None,2021-09-16,2022-09-16,Total,10,5,2025-10-21 16:22:00
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,9,26,52,148,373,28.41%,1114431,30.23%,3.6870
END

KSMUSDT +9,Ci20,1h,None,None,2022-05-21,2024-05-20,Total,10,5,2025-10-21 16:22:22
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
8,9,26,52,2364,3936,37.52%,3014056,77.10%,3.9175
16,9,26,52,1086,2446,30.75%,1127482,66.75%,1.6892
24,9,26,52,645,1533,29.61%,3135986,37.06%,8.4611
32,9,26,52,337,864,28.06%,1788401,31.67%,5.6478
END

ENJUSDT +9,Ci20,1h,None,None,2021-06-17,2023-06-17,Total,10,5,2025-10-21 16:22:32
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
8,9,26,52,2465,3707,39.94%,136482,96.35%,0.1417
16,9,26,52,1133,2304,32.96%,96186,93.44%,0.1029
24,9,26,52,602,1404,30.01%,282954,78.16%,0.3620
32,9,26,52,319,746,29.95%,1147007,42.96%,2.6702
END

SUSHIUSDT +9,Ci20,1h,None,None,2021-04-07,2023-04-07,Total,10,5,2025-10-21 16:22:37
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
8,9,26,52,2533,3645,41.00%,4164,99.91%,0.0042
16,9,26,52,1189,2227,34.81%,41876,96.84%,0.0432
24,9,26,52,622,1381,31.05%,355787,70.49%,0.5047
32,9,26,52,327,727,31.02%,1352298,36.18%,3.7379
END

XMRUSDT +9,Ci20,1h,None,None,2022-10-15,2024-10-14,Total,10,5,2025-10-21 16:22:44
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
8,9,26,52,2272,4032,36.04%,1507258,82.02%,1.8439
16,9,26,52,1057,2506,29.67%,285822,83.01%,0.3431
24,9,26,52,571,1586,26.47%,1047565,61.24%,1.7106
32,9,26,52,272,888,23.45%,918702,38.16%,2.4072
END

XMRUSDT +9,Ci20,1h,None,None,2021-09-22,2023-09-22,Total,10,5,2025-10-21 16:23:07
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
16,9,26,52,1185,2298,34.02%,624994,80.34%,0.7780
32,9,26,52,357,773,31.59%,1505236,40.56%,3.7112
48,9,26,52,87,193,31.07%,960793,18.38%,5.2286
64,9,26,52,56,132,29.79%,891739,15.75%,5.6602
80,9,26,52,39,109,26.35%,926707,13.70%,6.7653
96,9,26,52,40,110,26.67%,844498,23.37%,3.6130
112,9,26,52,40,113,26.14%,797710,29.23%,2.7288
128,9,26,52,40,142,21.98%,714664,30.61%,2.3349
144,9,26,52,45,149,23.20%,729320,45.79%,1.5929
160,9,26,52,49,152,24.38%,621580,51.08%,1.2168
176,9,26,52,59,181,24.58%,682569,56.06%,1.2176
192,9,26,52,63,205,23.51%,633500,55.93%,1.1326
208,9,26,52,76,258,22.75%,476693,68.53%,0.6956
224,9,26,52,93,312,22.96%,334689,73.11%,0.4578
240,9,26,52,101,388,20.65%,184969,82.60%,0.2239
256,9,26,52,131,453,22.43%,163692,85.64%,0.1911
END

BCHUSDT +9,Ci21,1h,None,None,2022-11-29,2024-11-28,Total,10,5,2025-10-21 16:26:57
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciOversoldLevel,CciOverboughtLevel,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,-120,120,1.2,1,0,100.00%,1000173,0.00%,0
END

SOLUSDT +9,Ci21,1h,None,None,2023-06-23,2025-06-22,Total,10,5,2025-10-21 16:27:05
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciOversoldLevel,CciOverboughtLevel,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,12,30,60,-120,120,1.2,0,2,0.00%,989129,1.09%,90.9868
END

AAVEUSDT +9,Ci22,1h,None,None,2021-09-01,2023-09-01,Total,10,5,2025-10-21 17:21:12
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciOversoldLevel,CciOverboughtLevel,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
28,9,26,52,-100,100,0.8,0,0,0.00%,1000000,0.00%,0
END

LRCUSDT +9,Ci22,1h,None,None,2022-01-03,2024-01-03,Total,10,5,2025-10-21 17:21:16
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,CciOversoldLevel,CciOverboughtLevel,VolumeMultiplier,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
28,9,26,52,-100,100,0.8,0,0,0.00%,1000000,0.00%,0
END

XLMUSDT +9,Ci23,1h,None,None,2023-05-30,2025-05-29,Total,10,5,2025-10-21 17:23:43
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
LRCUSDT +9,Ci23,1h,None,None,2022-06-14,2024-06-13,Total,10,5,2025-10-21 17:24:02
XMRUSDT +9,Ci23,1h,None,None,2023-06-10,2025-06-09,Total,10,5,2025-10-21 17:24:29
ADAUSDT +9,Ci23,1h,None,None,2022-03-01,2024-02-29,Total,10,5,2025-10-21 17:25:58
SOLUSDT +9,Ci23,1h,None,None,2023-05-24,2025-05-23,Total,10,5,2025-10-21 17:31:49
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
RSRUSDT +9,Ci23,1h,None,None,2023-01-07,2025-01-06,Total,10,5,2025-10-21 17:32:08
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,6146,12023,33.83%,1008321,91.32%,1.1003
END

BCHUSDT +9,Ci23,1h,None,None,2023-04-17,2025-04-16,Total,10,5,2025-10-21 17:32:17
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
ENJUSDT +9,Ci23,1h,None,None,2023-05-16,2025-05-15,Total,10,5,2025-10-21 17:36:04
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
BTCUSDT +9,Ci23,1h,None,None,2022-03-16,2024-03-15,Total,10,5,2025-10-21 17:36:24
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
BNBUSDT +9,Ci23,1h,None,None,2023-03-12,2025-03-11,Total,10,5,2025-10-21 17:42:15
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,6349,12217,34.20%,350269,82.89%,0.4235
END

ETHUSDT +9,Ci23,1h,None,None,2022-01-20,2024-01-20,Total,10,5,2025-10-21 17:42:22
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,6337,12189,34.21%,13950,99.24%,0.0141
END

EGLDUSDT +9,Ci23,1h,None,None,2023-06-22,2025-06-21,Total,10,5,2025-10-21 17:42:27
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,9,26,52,6309,12351,33.81%,61153,95.96%,0.0640
END

THETAUSDT +9,Ci23,1h,None,None,2022-03-22,2024-03-21,Total,10,5,2025-10-21 17:42:38
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
16,9,26,52,6934,12457,35.76%,120558,96.17%,0.1308
32,9,26,52,5212,10866,32.42%,3140613,79.27%,4.1979
48,9,26,52,3913,8857,30.64%,290470,93.54%,0.3069
64,9,26,52,3202,7692,29.39%,50418,98.10%,0.0508
END

RSRUSDT +9,Ci24,1h,None,None,2022-12-21,2024-12-20,Total,10,5,2025-10-21 18:02:58
CciPeriod,Deviation,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,2.8,9,26,52,859,2097,29.06%,752514,87.01%,0.8649
END

YFIUSDT +9,Ci24,1h,None,None,2021-03-11,2023-03-11,Total,10,5,2025-10-23 15:49:26
CciPeriod,Deviation,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,2.8,9,26,52,774,1909,28.85%,860121,91.62%,0.9388
END

BTCUSDT +9,Ci24,1h,None,None,2023-06-19,2025-06-18,Total,10,5,2025-10-23 15:49:30
CciPeriod,Deviation,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,2.8,9,26,52,808,1989,28.89%,134380,86.97%,0.1545
END

BNBUSDT +9,Ci24,1h,None,None,2021-09-11,2023-09-11,Total,10,5,2025-10-23 15:49:34
CciPeriod,Deviation,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
32,2.8,9,26,52,945,1998,32.11%,486257,84.88%,0.5730
END

SOLUSDT +9,Ci24,1h,None,None,2021-02-23,2023-02-23,Total,10,5,2025-10-23 15:49:48
CciPeriod,Deviation,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
16,2.0,9,26,52,2590,5747,31.07%,502,99.97%,0.0005
16,2.2,9,26,52,2038,4816,29.73%,2032,99.92%,0.0020
16,2.4,9,26,52,1616,3894,29.33%,25575,98.47%,0.0260
16,2.6,9,26,52,1304,3137,29.36%,24343,99.15%,0.0246
16,2.8,9,26,52,1056,2510,29.61%,33115,98.81%,0.0336
16,3.0,9,26,52,898,2067,30.29%,15054,99.70%,0.0151
32,2.0,9,26,52,1608,4037,28.49%,408482,98.36%,0.4172
32,2.2,9,26,52,1364,3501,28.04%,809929,95.78%,0.8488
32,2.4,9,26,52,1135,2918,28.00%,717897,93.12%,0.7701
32,2.6,9,26,52,957,2385,28.64%,2124669,83.45%,2.5461
32,2.8,9,26,52,813,1952,29.40%,1115015,74.84%,1.4898
32,3.0,9,26,52,700,1558,31.00%,3172412,78.05%,4.0644
48,2.0,9,26,52,1118,3047,26.84%,978188,95.17%,1.0279
48,2.2,9,26,52,964,2692,26.37%,473201,95.37%,0.4962
48,2.4,9,26,52,798,2329,25.52%,511784,84.66%,0.6045
48,2.6,9,26,52,732,1904,27.77%,1468801,72.76%,2.0186
48,2.8,9,26,52,627,1577,28.45%,1108812,67.76%,1.6363
48,3.0,9,26,52,553,1215,31.28%,2302467,58.47%,3.9376
64,2.0,9,26,52,797,2473,24.37%,1276275,89.63%,1.4240
64,2.2,9,26,52,712,2169,24.71%,1921151,87.08%,2.2062
64,2.4,9,26,52,652,1827,26.30%,1495062,87.83%,1.7023
64,2.6,9,26,52,588,1527,27.80%,1332438,87.44%,1.5238
64,2.8,9,26,52,515,1248,29.21%,983817,85.10%,1.1560
64,3.0,9,26,52,417,1065,28.14%,982204,84.03%,1.1689
80,2.0,9,26,52,654,2013,24.52%,5812908,87.16%,6.6691
80,2.2,9,26,52,579,1762,24.73%,6337987,83.05%,7.6318
80,2.4,9,26,52,547,1484,26.93%,2511762,76.21%,3.2958
80,2.6,9,26,52,461,1279,26.49%,5334626,74.42%,7.1687
80,2.8,9,26,52,383,1063,26.49%,2486832,71.51%,3.4776
80,3.0,9,26,52,349,869,28.65%,1199344,69.30%,1.7307
96,2.0,9,26,52,535,1749,23.42%,8364053,84.55%,9.8926
96,2.2,9,26,52,455,1519,23.05%,7866479,83.32%,9.4418
96,2.4,9,26,52,421,1283,24.71%,5072252,78.57%,6.4557
96,2.6,9,26,52,383,1050,26.73%,8397111,74.75%,11.2330
96,2.8,9,26,52,353,889,28.42%,3379272,71.10%,4.7530
96,3.0,9,26,52,307,736,29.43%,1672283,61.69%,2.7108
112,2.0,9,26,52,465,1522,23.40%,3483639,87.40%,3.9861
112,2.2,9,26,52,399,1324,23.16%,4724754,79.55%,5.9393
112,2.4,9,26,52,368,1141,24.39%,4161602,71.32%,5.8353
112,2.6,9,26,52,309,912,25.31%,6628787,56.03%,11.8299
112,2.8,9,26,52,264,759,25.81%,3324361,48.89%,6.8000
112,3.0,9,26,52,240,636,27.40%,2705879,46.48%,5.8219
128,2.0,9,26,52,403,1418,22.13%,244313,95.20%,0.2567
128,2.2,9,26,52,355,1215,22.61%,557036,91.62%,0.6080
128,2.4,9,26,52,320,1051,23.34%,1339953,89.91%,1.4903
128,2.6,9,26,52,279,905,23.56%,1702686,76.05%,2.2390
128,2.8,9,26,52,245,755,24.50%,5391365,68.46%,7.8753
128,3.0,9,26,52,202,619,24.60%,2163316,50.77%,4.2608
END

RSRUSDT +9,Ci25,1h,None,None,2021-06-24,2023-06-24,Total,10,5,2025-10-23 15:54:06
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
16,7,26,52,1154,2257,33.83%,378329,90.60%,0.4176
16,9,26,52,1154,2279,33.61%,402344,91.43%,0.4401
20,7,26,52,841,1765,32.27%,1102494,62.18%,1.7729
20,9,26,52,849,1791,32.16%,1190023,63.61%,1.8708
24,7,26,52,607,1389,30.41%,888518,56.05%,1.5853
24,9,26,52,617,1431,30.13%,883823,57.14%,1.5467
28,7,26,52,446,1039,30.03%,1598463,42.57%,3.7546
28,9,26,52,453,1083,29.49%,1644069,43.77%,3.7564
32,7,26,52,305,736,29.30%,1082727,36.12%,2.9972
32,9,26,52,317,776,29.00%,1276003,37.31%,3.4199
END

TRXUSDT +9,Ci26,1h,None,None,2021-06-13,2023-06-13,Total,10,5,2025-10-23 15:58:18
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,AtrMultiplierStop,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,7,22,44,2,470,974,32.55%,2398664,49.16%,4.8792
20,7,22,44,3,470,974,32.55%,2398664,49.16%,4.8792
20,7,22,44,4,470,974,32.55%,2398664,49.16%,4.8792
20,7,22,88,2,468,800,36.91%,3007387,54.92%,5.4761
20,7,22,88,3,468,800,36.91%,3007387,54.92%,5.4761
20,7,22,88,4,468,800,36.91%,3007387,54.92%,5.4761
20,7,30,44,2,619,1255,33.03%,3921695,49.33%,7.9503
20,7,30,44,3,619,1255,33.03%,3921695,49.33%,7.9503
20,7,30,44,4,619,1255,33.03%,3921695,49.33%,7.9503
20,7,30,88,2,603,1038,36.75%,3892605,53.38%,7.2916
20,7,30,88,3,603,1038,36.75%,3892605,53.38%,7.2916
20,7,30,88,4,603,1038,36.75%,3892605,53.38%,7.2916
20,12,22,44,2,322,647,33.23%,1815277,42.74%,4.2469
20,12,22,44,3,322,647,33.23%,1815277,42.74%,4.2469
20,12,22,44,4,322,647,33.23%,1815277,42.74%,4.2469
20,12,22,88,2,317,524,37.69%,2065359,44.04%,4.6902
20,12,22,88,3,317,524,37.69%,2065359,44.04%,4.6902
20,12,22,88,4,317,524,37.69%,2065359,44.04%,4.6902
20,12,30,44,2,390,750,34.21%,2343418,39.36%,5.9531
20,12,30,44,3,390,750,34.21%,2343418,39.36%,5.9531
20,12,30,44,4,390,750,34.21%,2343418,39.36%,5.9531
20,12,30,88,2,375,620,37.69%,1883726,31.65%,5.9513
20,12,30,88,3,375,620,37.69%,1883726,31.65%,5.9513
20,12,30,88,4,375,620,37.69%,1883726,31.65%,5.9513
26,7,22,44,2,312,614,33.69%,2843696,35.94%,7.9119
26,7,22,44,3,312,614,33.69%,2843696,35.94%,7.9119
26,7,22,44,4,312,614,33.69%,2843696,35.94%,7.9119
26,7,22,88,2,305,510,37.42%,2352840,40.62%,5.7918
26,7,22,88,3,305,510,37.42%,2352840,40.62%,5.7918
26,7,22,88,4,305,510,37.42%,2352840,40.62%,5.7918
26,7,30,44,2,476,1098,30.24%,4140473,40.05%,10.3376
26,7,30,44,3,476,1098,30.24%,4140473,40.05%,10.3376
26,7,30,44,4,476,1098,30.24%,4140473,40.05%,10.3376
26,7,30,88,2,480,897,34.86%,5583165,47.99%,11.6331
26,7,30,88,3,480,897,34.86%,5583165,47.99%,11.6331
26,7,30,88,4,480,897,34.86%,5583165,47.99%,11.6331
26,12,22,44,2,245,474,34.08%,2309640,41.74%,5.5328
26,12,22,44,3,245,474,34.08%,2309640,41.74%,5.5328
26,12,22,44,4,245,474,34.08%,2309640,41.74%,5.5328
26,12,22,88,2,238,392,37.78%,2110344,40.84%,5.1676
26,12,22,88,3,238,392,37.78%,2110344,40.84%,5.1676
26,12,22,88,4,238,392,37.78%,2110344,40.84%,5.1676
26,12,30,44,2,320,678,32.06%,2398542,38.13%,6.2899
26,12,30,44,3,320,678,32.06%,2398542,38.13%,6.2899
26,12,30,44,4,320,678,32.06%,2398542,38.13%,6.2899
26,12,30,88,2,316,560,36.07%,2094355,30.91%,6.7754
26,12,30,88,3,316,560,36.07%,2094355,30.91%,6.7754
26,12,30,88,4,316,560,36.07%,2094355,30.91%,6.7754
32,7,22,44,2,182,360,33.58%,1751746,26.42%,6.6310
32,7,22,44,3,182,360,33.58%,1751746,26.42%,6.6310
32,7,22,44,4,182,360,33.58%,1751746,26.42%,6.6310
32,7,22,88,2,179,296,37.68%,1937804,32.57%,5.9488
32,7,22,88,3,179,296,37.68%,1937804,32.57%,5.9488
32,7,22,88,4,179,296,37.68%,1937804,32.57%,5.9488
32,7,30,44,2,322,759,29.79%,1419899,37.44%,3.7925
32,7,30,44,3,322,759,29.79%,1419899,37.44%,3.7925
32,7,30,44,4,322,759,29.79%,1419899,37.44%,3.7925
32,7,30,88,2,318,598,34.72%,2432621,35.85%,6.7863
32,7,30,88,3,318,598,34.72%,2432621,35.85%,6.7863
32,7,30,88,4,318,598,34.72%,2432621,35.85%,6.7863
32,12,22,44,2,151,300,33.48%,1449172,26.46%,5.4761
32,12,22,44,3,151,300,33.48%,1449172,26.46%,5.4761
32,12,22,44,4,151,300,33.48%,1449172,26.46%,5.4761
32,12,22,88,2,149,239,38.40%,1605803,26.91%,5.9678
32,12,22,88,3,149,239,38.40%,1605803,26.91%,5.9678
32,12,22,88,4,149,239,38.40%,1605803,26.91%,5.9678
32,12,30,44,2,244,547,30.85%,1247537,25.50%,4.8917
32,12,30,44,3,244,547,30.85%,1247537,25.50%,4.8917
32,12,30,44,4,244,547,30.85%,1247537,25.50%,4.8917
32,12,30,88,2,242,435,35.75%,1481563,33.89%,4.3711
32,12,30,88,3,242,435,35.75%,1481563,33.89%,4.3711
32,12,30,88,4,242,435,35.75%,1481563,33.89%,4.3711
END

BANDUSDT +9,Ci26,30m,None,None,2023-01-15,2025-01-14,Total,10,5,2025-10-23 16:01:07
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,AtrMultiplierStop,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
NEOUSDT +9,Ci26,30m,None,None,2021-10-12,2023-10-12,Total,10,5,2025-10-23 16:01:32
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,AtrMultiplierStop,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
20,7,22,44,3,889,2245,28.37%,1052406,65.21%,1.6138
20,7,22,88,3,900,1766,33.76%,1296109,67.29%,1.9260
20,7,30,44,3,1243,2919,29.87%,722766,75.42%,0.9583
20,7,30,88,3,1224,2268,35.05%,1427254,69.85%,2.0434
20,12,22,44,3,609,1507,28.78%,982991,38.33%,2.5645
20,12,22,88,3,589,1184,33.22%,821800,48.22%,1.7041
20,12,30,44,3,782,1802,30.26%,766079,40.05%,1.9126
20,12,30,88,3,750,1420,34.56%,1046932,45.69%,2.2913
26,7,22,44,3,550,1437,27.68%,991735,51.08%,1.9416
26,7,22,88,3,549,1112,33.05%,1266100,38.17%,3.3168
26,7,30,44,3,912,2427,27.31%,667059,69.36%,0.9618
26,7,30,88,3,924,1831,33.54%,1203140,71.02%,1.6942
26,12,22,44,3,439,1164,27.39%,853563,42.56%,2.0053
26,12,22,88,3,443,897,33.06%,975907,28.99%,3.3661
26,12,30,44,3,634,1628,28.03%,632123,53.09%,1.1908
26,12,30,88,3,629,1251,33.46%,984740,48.93%,2.0124
32,7,22,44,3,316,844,27.24%,480759,54.39%,0.8840
32,7,22,88,3,328,656,33.33%,722219,34.31%,2.1051
32,7,30,44,3,590,1735,25.38%,370884,72.87%,0.5090
32,7,30,88,3,607,1279,32.18%,336256,79.80%,0.4214
32,12,22,44,3,278,720,27.86%,659988,37.56%,1.7573
32,12,22,88,3,284,549,34.09%,818964,27.82%,2.9443
32,12,30,44,3,443,1306,25.33%,500685,56.42%,0.8874
32,12,30,88,3,460,962,32.35%,745358,49.54%,1.5045
END

VETUSDT +9,Ci27,1h,None,None,2021-11-10,2023-11-10,Total,10,5,2025-10-23 16:06:00
CciPeriod,IchimokuTenkanPeriod,IchimokuKijunPeriod,IchimokuSenkouBPeriod,AtrPeriod,AtrMultiplierStop,FirstTakeProfitAtr,SecondTakeProfitAtr,RsiPeriod,RsiFilter,MaxPositionRiskPercent,ReentryCooldownCandles,Win,Lose,WinRate,EstimatedMoney,MDD,ResultPerRisk
14,5,18,36,14,2.5,1.0,2.0,14,40,1.0,6,639,1738,26.88%,24052,97.70%,0.0246
14,5,18,44,14,2.5,1.0,2.0,14,40,1.0,6,632,1647,27.73%,32134,96.80%,0.0332
14,5,18,52,14,2.5,1.0,2.0,14,40,1.0,6,623,1557,28.58%,30919,96.92%,0.0319
14,5,22,36,14,2.5,1.0,2.0,14,40,1.0,6,742,1961,27.45%,12904,98.69%,0.0133
14,5,22,44,14,2.5,1.0,2.0,14,40,1.0,6,740,1839,28.69%,17666,98.21%,0.0184
14,5,22,52,14,2.5,1.0,2.0,14,40,1.0,6,743,1745,29.86%,24004,97.56%,0.0251
14,5,26,36,14,2.5,1.0,2.0,14,40,1.0,6,815,2040,28.55%,8982,99.09%,0.0093
14,5,26,44,14,2.5,1.0,2.0,14,40,1.0,6,800,1935,29.25%,9891,99.00%,0.0102
14,5,26,52,14,2.5,1.0,2.0,14,40,1.0,6,806,1833,30.54%,16355,98.34%,0.0170
14,7,18,36,14,2.5,1.0,2.0,14,40,1.0,6,472,1343,26.01%,40128,96.14%,0.0417
